0,0.00
1,29.08
2,20.08
3,21.24
4,27.65
5,13.68
6,17.92
7,9.32
8,8.71
9,26.80
10,36.29
11,4.90
12,30.57
13,13.19
14,34.44
15,22.58
16,21.15
17,12.61
18,43.97
19,48.31
20,39.01
21,19.13
22,9.37
23,26.17
24,15.02
25,29.12
26,44.28
27,33.19
28,40.25
29,35.65
30,41.44
31,45.24
32,36.28
33,51.32
34,46.35
35,52.02
36,44.12
37,52.41
38,52.11
39,48.89
